"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 31, 2017","112.26","112.26","112.26","112.26","0.02K","0.04%"
"Aug 30, 2017","112.22","112.23","112.23","112.18","0.58K","0.02%"
"Aug 28, 2017","112.20","112.20","112.20","112.16","0.05K","-0.01%"
"Aug 25, 2017","112.21","112.22","112.22","112.22","0.23K","0.00%"
"Aug 24, 2017","112.21","112.24","112.24","112.19","0.26K","0.01%"
"Aug 23, 2017","112.20","112.30","112.30","112.17","0.22K","-0.02%"
"Aug 22, 2017","112.22","112.28","112.28","112.23","0.20K","-0.06%"
"Aug 21, 2017","112.29","112.36","112.36","112.28","0.11K","0.01%"
"Aug 18, 2017","112.28","112.30","112.30","112.26","1.24K","0.00%"
"Aug 17, 2017","112.28","112.29","112.29","112.25","0.11K","0.02%"
"Aug 16, 2017","112.26","112.29","112.29","112.25","0.75K","-0.03%"
"Aug 14, 2017","112.29","112.25","112.29","112.24","0.72K","0.04%"
"Aug 11, 2017","112.25","112.27","112.27","112.24","0.08K","0.00%"
"Aug 10, 2017","112.25","112.25","112.28","112.25","1.11K","0.00%"
"Aug 09, 2017","112.25","112.26","112.28","112.25","0.05K","-0.01%"
"Aug 08, 2017","112.26","112.20","112.28","112.20","0.11K","-0.01%"
"Aug 07, 2017","112.27","112.23","112.27","112.23","6.08K","0.01%"
"Aug 04, 2017","112.26","112.24","112.27","112.24","0.26K","-0.01%"
"Aug 03, 2017","112.27","112.25","112.29","112.25","0.50K","0.00%"
"Aug 02, 2017","112.27","112.23","112.29","112.23","1.82K","0.01%"
"Aug 01, 2017","112.26","112.24","112.26","112.24","1.18K","0.02%"
"Jul 31, 2017","112.24","112.24","112.26","112.19","1.57K","0.04%"
"Jul 28, 2017","112.20","112.22","112.22","112.20","0.04K","-0.04%"
"Jul 27, 2017","112.24","112.20","112.26","112.20","0.12K","0.04%"
"Jul 26, 2017","112.19","112.18","112.22","112.17","2.39K","0.01%"
"Jul 25, 2017","112.18","112.19","112.24","112.19","0.67K","-0.03%"
"Jul 24, 2017","112.21","112.17","112.23","112.17","0.84K","0.02%"
"Jul 21, 2017","112.19","112.23","112.24","112.17","0.42K","0.04%"
"Jul 20, 2017","112.15","112.14","112.16","112.10","0.70K","0.03%"
"Jul 19, 2017","112.12","112.15","112.16","112.15","0.29K","-0.01%"
"Jul 18, 2017","112.13","112.14","112.14","112.10","0.07K","0.05%"
"Jul 17, 2017","112.07","112.06","112.07","112.06","0.13K","0.01%"
"Jul 14, 2017","112.06","112.08","112.09","112.05","0.63K","0.03%"
"Jul 13, 2017","112.03","112.13","112.14","112.10","0.28K","-0.08%"
"Jul 12, 2017","112.12","112.03","112.15","112.03","0.61K","0.10%"
"Jul 11, 2017","112.01","112.04","112.05","112.01","1.79K","-0.04%"
"Jul 10, 2017","112.06","111.93","112.08","111.93","4.51K","0.04%"
"Jul 07, 2017","112.01","112.04","112.04","111.97","7.29K","0.01%"
"Jul 06, 2017","112.00","112.10","112.10","112.00","0.87K","-0.06%"
"Jul 05, 2017","112.07","112.16","112.16","112.07","0.32K","-0.04%"
"Jul 04, 2017","112.12","112.11","112.15","112.11","0.10K","-0.02%"
"Jul 03, 2017","112.14","112.18","112.18","112.17","0.26K","0.01%"
"Jun 30, 2017","112.13","112.11","112.16","112.11","0.10K","0.03%"
"Jun 29, 2017","112.10","112.16","112.16","112.12","0.05K","-0.08%"
"Jun 28, 2017","112.19","112.15","112.15","112.15","0.50K","0.04%"
"Jun 27, 2017","112.15","112.26","112.26","112.15","1.45K","-0.10%"
"Jun 26, 2017","112.26","112.27","112.28","112.27","0.08K","-0.01%"
"Jun 23, 2017","112.27","112.29","112.29","112.25","0.81K","-0.02%"
"Jun 22, 2017","112.29","112.32","112.32","112.28","0.79K","0.01%"
"Jun 21, 2017","112.28","112.30","112.30","112.29","0.22K","0.01%"
